pitch_type,pitch_name,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
CH,Changeup,2021-04-06,88,-2.46,5.82,"Marte, Ketel",606466,608032,strikeout,called_strike,,,,,8,Ketel Marte called out on strikes.,R,L,R,COL,ARI,S,2,,2,2,2021,-0.99,0.61,-0.18,1.77,,,,1,9,Top,,,,,553869,,,7.597821636284700,-127.87767980517500,-5.006981345345570,-12.420520924842500,25.230428223880300,-24.649915914791100,3.65,1.85,,,,88.3,1563,6.5,634619,608032,553869,543068,641658,641857,596115,606132,656541,453568,54.03,,,0,1,0,0,,69,5,4,5,5,4,5,4,5,4,Standard,Strategic,237,0.012,-0.142
FF,4-Seam Fastball,2021-04-06,91.4,0.62,6.23,"Marte, Ketel",606466,641386,double,hit_into_play,,,,,7,Ketel Marte doubles (4) on a sharp line drive to center fielder Sam Hilliard.   Stephen Vogt scores.    Matt Peacock scores.,R,R,L,COL,ARI,X,8,line_drive,0,2,2021,0.9,1.47,-0.35,1.76,519390,,676840,2,13,Top,83.15,68.7,,,553869,,,-4.368497902021280,-132.78911825370600,-8.5088625349895,11.619887638913900,28.470739643334900,-13.136721127525900,3.41,1.56,339,109,12,90.9,2357,6.1,634619,641386,553869,658069,641658,641857,596115,606132,656541,453568,54.39,0.894,0.907,1.25,1,1,1,5,104,3,7,8,8,7,10,7,10,7,Standard,Standard,142,-0.267,1.64
FF,4-Seam Fastball,2021-04-06,96.9,-1.56,6.26,"Marte, Ketel",606466,608566,strikeout,swinging_strike,,,,,8,Ketel Marte strikes out swinging.,R,L,R,COL,ARI,S,2,,1,2,2021,-0.45,0.97,0.12,1.6,,,,1,1,Top,,,,,624513,,,5.448357553390670,-141.04319310333000,-9.069028211962120,-7.171326716822750,26.412321456267600,-17.50272709748340,3.41,1.56,,,,96.1,2061,5.4,634619,608566,624513,543068,641658,641857,596115,606132,656541,453568,55.08,,,0,1,0,0,,2,4,0,0,0,0,0,0,0,0,Standard,Strategic,214,0.015,-0.114
SL,Slider,2021-04-06,82.5,-1.5,6.17,"Marte, Ketel",606466,596112,field_out,hit_into_play,,,,,5,Ketel Marte flies out to right fielder Charlie Blackmon.,R,L,R,COL,ARI,X,9,fly_ball,2,2,2021,-0.1,-0.61,-0.13,2.35,,519390,,0,12,Top,148.41,94.22,,,553869,,,3.2744941438753900,-120.25697854548300,-1.0556489837079300,-1.5226600101787500,21.62452313216120,-38.12523417584080,3.41,1.56,268,75.8,37,82.5,2630,6,634619,596112,553869,658069,641658,641857,596115,606132,656541,453568,54.5,0.131,0.125,0,1,0,0,3,92,5,6,6,6,6,6,6,6,6,Standard,Strategic,34,0.115,-0.306
FF,4-Seam Fastball,2021-04-04,93.2,-2.6,6.28,"Marte, Ketel",606466,663978,single,hit_into_play,,,,,2,Ketel Marte singles on a line drive to left fielder Jurickson Profar.   Josh Rojas to 2nd.,R,L,R,SD,ARI,X,7,line_drive,1,2,2021,-0.61,1.49,-0.14,3.08,,,668942,0,3,Top,72.02,109.63,,,669134,,,7.7072109673860200,-135.20342671648400,-5.626518273457210,-9.398446959367550,35.533155489942700,-12.945630215412800,3.41,1.56,251,83,20,92.9,2185,6.7,634572,663978,669134,543333,630105,592518,665487,595777,502054,571976,53.77,0.786,0.761,0.9,1,1,0,4,20,4,0,2,2,0,2,0,2,0,Strategic,Standard,198,-0.038,0.815
CH,Changeup,2021-04-04,82.1,-2.68,5.24,"Marte, Ketel",606466,622503,field_out,hit_into_play,,,,,8,Ketel Marte pops out to shortstop Fernando Tatis Jr.,R,L,R,SD,ARI,X,6,popup,1,0,2021,-1.53,-0.03,0.01,1.74,,,668942,0,7,Top,102.75,159.09,,,669134,,,9.23311688472502,-119.14627247937200,-1.177856131971840,-16.42355745809680,26.42484812378170,-32.45452836650500,3.41,1.56,120,79.3,70,83.1,1598,7.4,634572,622503,669134,543333,630105,592518,665487,595777,502054,571976,53.06,0.006,0.007,0,1,0,0,3,53,2,0,3,3,0,3,0,3,0,Infield shift,Standard,238,0.012,-0.445
CU,Curveball,2021-04-04,82.3,-0.47,6.63,"Marte, Ketel",606466,605309,strikeout,called_strike,,,,,2,Ketel Marte called out on strikes.,R,L,R,SD,ARI,S,2,,1,2,2021,-0.09,-0.93,0.25,3.16,,,,2,9,Top,,,,,669134,,,1.8063458221209300,-119.81467529546600,0.49409772425210300,-1.2279084210041500,23.724988335070400,-41.4765072453619,3.56,1.56,,,,82.6,2456,6.5,634572,605309,669134,543333,630105,592518,665487,595777,502054,571976,53.95,,,0,1,0,0,,72,4,0,3,3,0,3,0,3,0,Infield shift,Standard,24,0.001,-0.073
FF,4-Seam Fastball,2021-04-04,95.8,-2.3,6.31,"Marte, Ketel",606466,663978,walk,ball,,,,,14,Ketel Marte walks.,R,L,R,SD,ARI,B,,,3,2,2021,-1.12,1.07,0.98,2.48,,,,1,1,Top,,,,,669134,,,11.28875337073740,-138.9987454496010,-6.951144960414830,-17.064076052561900,30.420707141505100,-16.911603284267100,3.52,1.56,,,,96.6,2167,6.8,634572,663978,669134,543333,630105,592518,665487,595777,502054,571976,53.65,,,0.7,1,0,0,,2,7,0,0,0,0,0,0,0,0,Infield shift,Standard,206,-0.025,0.214
SI,Sinker,2021-04-04,96.7,-2.56,4.65,"Marte, Ketel",606466,592865,walk,blocked_ball,,,,,14,Ketel Marte walks.,R,L,R,SD,ARI,B,,,3,2,2021,-1.43,0.28,0.71,0.41,,,,0,5,Top,,,,,669134,,,11.888177679783800,-140.17494536496800,-6.320303832740780,-21.58085602466150,31.574777724922400,-27.14980234758860,3.41,1.56,,,,95.9,2399,6,634572,592865,669134,543333,630105,592518,665487,595777,502054,571976,54.49,,,0.7,1,0,0,,35,8,0,3,3,0,3,0,3,0,Strategic,Standard,230,-0.018,0.329
FF,4-Seam Fastball,2021-04-03,93.2,-1.28,6.37,"Marte, Ketel",606466,605397,single,hit_into_play,,,,,5,Ketel Marte singles on a line drive to left fielder Jorge Mateo.,R,L,R,SD,ARI,X,7,line_drive,0,1,2021,-0.52,1.32,-0.11,2.4,,,,2,6,Top,55.15,109.64,,,605170,,,4.088156080766780,-135.67505007089000,-7.312878446557310,-7.259168167766200,27.99248545798860,-14.422123138037500,3.41,1.56,207,87.2,13,92.5,2675,5.7,634623,605397,605170,630105,673490,592518,665487,622761,502054,571976,54.76,0.849,0.804,0.9,1,1,0,4,47,2,5,0,0,5,0,5,0,5,Infield shift,Standard,230,-0.005,0.139
FC,Cutter,2021-04-03,91.8,-1.15,6.43,"Marte, Ketel",606466,605397,field_out,hit_into_play,,,,,3,Ketel Marte flies out to right fielder Wil Myers.,R,L,R,SD,ARI,X,9,fly_ball,1,1,2021,-0.18,0.78,0.79,3.02,,,,0,4,Top,178.19,108.82,,,605170,,,5.223418510007920,-133.53801428504100,-4.371352903596880,-3.411140623527820,31.737432677772700,-22.064108376702500,3.41,1.56,259,82.3,46,90.4,2716,5.7,634623,605397,605170,630105,673490,592518,665487,622761,502054,571976,54.78,0.014,0.013,0,1,0,0,3,29,3,4,0,0,4,0,4,0,4,Infield shift,Standard,210,0.016,-0.231
CU,Curveball,2021-04-03,81.9,-1.01,6.52,"Marte, Ketel",606466,605397,single,hit_into_play,,,,,7,Ketel Marte singles on a ground ball to left fielder Jorge Mateo.,R,L,R,SD,ARI,X,7,ground_ball,0,2,2021,0.81,-1.07,-0.82,1.96,,,,1,1,Top,68.79,120.98,,,605170,,,-1.1349513926651000,-119.24763399152800,-1.588719708823150,7.942873884540690,25.56290874567240,-42.239816594600100,3.41,1.56,36,96.5,-1,80.8,2721,5.7,634623,605397,605170,630105,673490,592518,665487,622761,502054,571976,54.76,0.394,0.384,0.9,1,1,0,2,2,3,0,0,0,0,0,0,0,0,Infield shift,Standard,44,-0.025,0.325
SL,Slider,2021-04-02,86,1.98,6.53,"Marte, Ketel",606466,605483,double,hit_into_play,,,,,5,Ketel Marte doubles (2) on a sharp line drive to left fielder Jurickson Profar.,R,R,L,SD,ARI,X,7,line_drive,2,1,2021,-0.61,0.21,0.19,2.14,,,,1,5,Top,30.37,83.95,,,669134,,,-3.015528892403590,-125.07221541333500,-4.481776106894220,-5.600260229683330,30.146769874946100,-29.180863006588200,3.41,1.56,312,108.2,12,85.9,2340,6.7,634576,605483,669134,543333,630105,592518,665487,595777,502054,571976,53.8,0.897,0.911,1.25,1,1,1,5,38,4,3,0,0,3,0,3,0,3,Standard,Standard,238,-0.038,0.378
CH,Changeup,2021-04-02,89.3,2,6.42,"Marte, Ketel",606466,605483,fielders_choice,hit_into_play,,,,,6,"Ketel Marte reaches on a fielder's choice, fielded by shortstop Fernando Tatis Jr.  Tim Locastro to 2nd.  Tim Locastro advances to 2nd, on a throwing error by shortstop Fernando Tatis Jr.",R,R,L,SD,ARI,X,6,ground_ball,2,0,2021,1.24,1.13,0.5,2.17,,,641796,1,3,Top,107.38,150.93,,,669134,,,-6.351863680665430,-129.8255769775260,-6.851324376011040,15.387078348940500,27.71944027230500,-18.176005362306000,3.41,1.56,49,85.1,2,90,1706,6.8,634576,605483,669134,543333,630105,592518,665487,595777,502054,571976,53.66,0.314,0.304,0.9,1,0,0,2,20,3,1,0,0,1,0,1,0,1,Standard,Standard,133,-0.043,0.389
SI,Sinker,2021-04-02,90.6,-2.73,5.76,"Marte, Ketel",606466,489334,home_run,hit_into_play,,,,,4,Ketel Marte homers (2) on a fly ball to left field.   Tim Locastro scores.,R,L,R,SD,ARI,X,,fly_ball,2,1,2021,-0.95,1.12,-0.58,2.77,,641796,,2,7,Top,50.18,61.17,,,669134,,,7.463705925878230,-131.74378419696100,-3.951906237361620,-12.685143013765100,27.7071875059116,-18.47636767250230,3.41,1.56,365,99.9,27,91.3,2155,6.7,634576,489334,669134,543333,630105,592518,665487,622761,502054,571976,53.75,0.617,1.046,2,1,0,3,6,57,4,3,0,0,3,2,3,2,3,Strategic,Standard,215,-0.147,1.772
KC,Knuckle Curve,2021-04-02,82,-2.64,6.34,"Marte, Ketel",606466,453343,field_out,hit_into_play,,,,,13,"Ketel Marte grounds out, second baseman Jake Cronenworth to first baseman Eric Hosmer.",R,L,R,SD,ARI,X,4,ground_ball,2,2,2021,0.25,-1.43,-0.98,1.96,,444482,642165,2,9,Top,137.06,156.22,,,669134,,,3.271799362701980,-119.38279895794600,-0.49324070478731000,1.676797355812420,26.050938127792700,-45.814587955799100,3.41,1.56,16,78,-6,81.6,2614,6.3,634576,453343,669134,543333,630105,592518,665487,622761,502054,571976,54.19,0.089,0.08,0,1,0,0,2,75,5,4,2,2,4,2,4,2,4,Strategic,Standard,27,0.073,-0.39
FF,4-Seam Fastball,2021-04-02,96.1,1.73,6.59,"Marte, Ketel",606466,605483,field_out,hit_into_play,,,,,2,"Ketel Marte grounds out, shortstop Fernando Tatis Jr.  to first baseman Eric Hosmer.",R,R,L,SD,ARI,X,6,ground_ball,3,1,2021,0.45,1.66,0.11,3.3,,,,1,1,Top,105.74,146.16,,,669134,,,-5.4090108199423100,-139.7608782788780,-6.981550064540720,7.169820471231940,32.196580224216500,-9.032467255450250,3.41,1.56,49,96.2,-1,97.5,2461,7.2,634576,605483,669134,543333,630105,592518,665487,595777,502054,571976,53.34,0.326,0.293,0,1,0,0,2,2,5,0,0,0,0,0,0,0,0,Standard,Standard,151,0.015,-0.278
FC,Cutter,2021-04-01,86.3,-1.71,5.92,"Marte, Ketel",606466,506433,home_run,hit_into_play,,,,,4,Ketel Marte homers (1) on a fly ball to center field.,R,L,R,SD,ARI,X,,fly_ball,1,1,2021,0.39,0.21,-0.34,2.67,,,,1,5,Top,114.34,37.95,,,605170,,,2.4800171358305800,-125.87768890947300,-2.0561251024989600,3.7506967715770000,21.381100466337700,-29.744821068125700,3.41,1.56,400,104.7,32,87.2,2716,6.3,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.15,0.883,1.767,2,1,0,3,6,43,3,6,1,1,6,2,6,2,6,Standard,Standard,131,-0.033,1.006
FF,4-Seam Fastball,2021-04-01,94.8,-1.82,5.84,"Marte, Ketel",606466,506433,double,hit_into_play,,,,,3,Ketel Marte doubles (1) on a sharp line drive to right fielder Wil Myers.,R,L,R,SD,ARI,X,9,line_drive,2,2,2021,-0.46,1.46,0.35,3.07,,,,0,3,Top,211.28,104.77,,,605170,,,6.739537838206100,-137.96785887535400,-4.879938659096050,-7.337980434737340,29.220752970829000,-12.565104496538500,3.41,1.56,234,107.4,14,95.5,2482,6.6,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,53.95,0.729,0.773,1.25,1,1,1,5,22,5,2,1,1,2,1,2,1,2,Infield shift,Standard,196,-0.071,0.664
FF,4-Seam Fastball,2021-04-01,94.6,2.11,6.28,"Marte, Ketel",606466,519141,strikeout,called_strike,,,,,9,Ketel Marte called out on strikes.,R,R,L,SD,ARI,S,2,,3,2,2021,0.02,1.61,0.33,1.96,,,608348,2,8,Top,,,,,605170,,,-4.6105745056788900,-137.4208318932070,-8.99791220306937,1.3510429628480800,32.878412060014300,-9.935333948381580,3.77,1.79,,,,92.8,2486,5.5,634618,519141,605170,543333,630105,592518,665487,595777,502054,571976,55.01,,,0,1,0,0,,74,8,8,7,7,8,7,8,7,8,Standard,Standard,163,0.058,-0.264
FC,Cutter,2021-04-01,87.5,-1.59,6.03,"Marte, Ketel",606466,506433,single,hit_into_play,,,,,8,Ketel Marte singles on a soft ground ball to second baseman Jake Cronenworth.,R,L,R,SD,ARI,X,4,ground_ball,2,2,2021,0.38,-0.01,0,1.52,,,,1,1,Top,140.94,167.87,,,605170,,,3.0411316918743100,-127.4374060218600,-4.726189890181530,3.5100778901169800,25.36932405675400,-31.52432732619490,3.41,1.56,3,52,-25,87.4,2834,6.1,634618,506433,605170,543333,630105,592518,665487,595777,502054,571976,54.36,0.123,0.123,0.9,1,1,0,1,2,6,0,0,0,0,0,0,0,0,Infield shift,Standard,79,-0.025,0.284
CU,Curveball,2021-04-01,81.5,-0.77,6.54,"Marte, Ketel",606466,605309,single,hit_into_play,,,,,4,Ketel Marte singles on a line drive to left fielder Jurickson Profar.,R,L,R,SD,ARI,X,7,line_drive,0,1,2021,-0.14,-0.57,-0.35,2.53,,,,1,6,Top,58.55,116.14,,,605170,,,1.2096363936925300,-118.8532767099200,-1.4477472942481400,-1.5875226467567400,19.896372316847400,-37.547096191164700,3.41,1.56,162,89.3,9,81.9,2448,6.2,634618,605309,605170,543333,630105,592518,665487,595777,502054,571976,54.34,0.594,0.566,0.9,1,1,0,4,55,2,6,7,7,6,7,6,7,6,Standard,Standard,52,-0.026,0.289
